NA	Gene Symbol	NA	dme-miR Family
NA	Mmp1	NA	dme-miR-314
NA	Mmp1	NA	dme-miR-283
NA	Mms19	NA	dme-miR-210
NA	mmy	NA	dme-miR-92
NA	mmy	NA	dme-miR-310
NA	mmy	NA	dme-miR-311
NA	mmy	NA	dme-miR-312
NA	mmy	NA	dme-miR-313
NA	mmy	NA	dme-miR-252
NA	mmy	NA	dme-miR-1002
NA	mmy	NA	dme-miR-14
NA	mnb	NA	dme-miR-315
NA	mnd	NA	dme-miR-210
NA	mnd	NA	dme-miR-276
NA	Mnf	NA	dme-miR-281-2-5p
NA	Mnf	NA	dme-miR-1003
NA	Mnf	NA	dme-miR-1004
NA	Mnf	NA	dme-miR-1014
NA	Mnn1	NA	dme-miR-2a-1
NA	Mnn1	NA	dme-miR-6
NA	Mnn1	NA	dme-miR-11
NA	Mnn1	NA	dme-miR-13
NA	Mnn1	NA	dme-miR-308
NA	Mnn1	NA	dme-miR-285
NA	Mnn1	NA	dme-miR-995
NA	Mnn1	NA	dme-miR-998
NA	Mnn1	NA	dme-miR-282
NA	Mnt	NA	dme-miR-1000
NA	Mo25	NA	dme-miR-1014
NA	Mo25	NA	dme-miR-iab-4-5p
NA	Mo25	NA	dme-miR-1000
NA	Mo25	NA	dme-miR-10-3p
NA	Mo25	NA	dme-miR-1006
NA	Mo25	NA	dme-miR-iab4as
NA	mol	NA	dme-miR-2a-1
NA	mol	NA	dme-miR-6
NA	mol	NA	dme-miR-11
NA	mol	NA	dme-miR-13
NA	mol	NA	dme-miR-308
NA	moody	NA	dme-miR-4
NA	moody	NA	dme-miR-8
NA	morgue	NA	dme-miR-1002
NA	morgue	NA	dme-miR-252
NA	morgue	NA	dme-miR-263a
NA	mos	NA	dme-miR-304
NA	mos	NA	dme-miR-1007
NA	mos	NA	dme-miR-993
NA	Mp20	NA	dme-miR-iab-4-5p
NA	Mpcp	NA	dme-miR-1
NA	Mpcp	NA	dme-miR-283
NA	Mpk2	NA	dme-miR-8
NA	mri	NA	dme-miR-34
NA	MRP	NA	dme-miR-79
NA	MRP	NA	dme-miR-252
NA	MRP	NA	dme-miR-4
NA	MRP	NA	dme-miR-1017
NA	MRP	NA	dme-miR-1002
NA	mRpS29	NA	dme-miR-137
NA	mRpS9	NA	dme-miR-277
NA	mrt	NA	dme-miR-994
NA	mrt	NA	dme-miR-316
NA	mrt	NA	dme-miR-1
NA	mrt	NA	dme-miR-5
NA	mrt	NA	dme-miR-8
NA	msi	NA	dme-miR-989
NA	msi	NA	dme-miR-277
NA	msi	NA	dme-miR-87
NA	msi	NA	dme-miR-137
NA	msi	NA	dme-miR-10-3p
NA	msi	NA	dme-miR-1006
NA	msi	NA	dme-miR-278
NA	msi	NA	dme-miR-1014
NA	msi	NA	dme-miR-8
NA	msl-3	NA	dme-miR-87
NA	msl-3	NA	dme-miR-314
NA	msn	NA	dme-miR-970
NA	Msp-300	NA	dme-miR-2a-2
NA	Msp-300	NA	dme-miR-2c
NA	Msp-300	NA	dme-miR-5
NA	Msp-300	NA	dme-miR-283
NA	mspo	NA	dme-miR-1000
NA	msps	NA	dme-miR-304
NA	msps	NA	dme-miR-1000
NA	msps	NA	dme-miR-999
NA	Msr-110	NA	dme-miR-2a-1
NA	Msr-110	NA	dme-miR-6
NA	Msr-110	NA	dme-miR-11
NA	Msr-110	NA	dme-miR-13
NA	Msr-110	NA	dme-miR-308
NA	Msr-110	NA	dme-miR-315
NA	Msr-110	NA	dme-miR-958
NA	MTA1-like	NA	dme-miR-iab4as
NA	MTA1-like	NA	dme-miR-31
NA	MTA1-like	NA	dme-miR-958
NA	MTA1-like	NA	dme-miR-314
NA	Mtch	NA	dme-miR-277
NA	MTF-1	NA	dme-miR-277
NA	MTF-1	NA	dme-miR-314
NA	mthl1	NA	dme-miR-8
NA	mthl1	NA	dme-miR-305
NA	mthl1	NA	dme-miR-317
NA	mthl1	NA	dme-miR-981
NA	mthl1	NA	dme-miR-1003
NA	mthl1	NA	dme-miR-1004
NA	mthl10	NA	dme-miR-9
NA	mthl11	NA	dme-miR-252
NA	mthl11	NA	dme-miR-1002
NA	mthl11	NA	dme-miR-315
NA	mthl13	NA	dme-miR-124
NA	mthl5	NA	dme-miR-1002
NA	mthl5	NA	dme-miR-252
NA	mthl5	NA	dme-miR-304
NA	mthl6	NA	dme-miR-980
NA	mthl6	NA	dme-miR-33
NA	mthl6	NA	dme-miR-190
NA	mthl6	NA	dme-miR-2a-1
NA	mthl6	NA	dme-miR-6
NA	mthl6	NA	dme-miR-11
NA	mthl6	NA	dme-miR-13
NA	mthl6	NA	dme-miR-308
NA	mthl6	NA	dme-miR-2a-2
NA	mthl6	NA	dme-miR-2c
NA	Mtk	NA	dme-miR-999
NA	Mtl	NA	dme-miR-279
NA	Mtl	NA	dme-miR-286
NA	Mtl	NA	dme-miR-996
NA	Mtl	NA	dme-miR-190
NA	Mtor	NA	dme-miR-277
NA	Mtp	NA	dme-miR-304
NA	Mtp	NA	dme-miR-375
NA	mts	NA	dme-miR-976
NA	mts	NA	dme-miR-1002
NA	mts	NA	dme-miR-277
NA	mts	NA	dme-miR-968
NA	mtSSB	NA	dme-miR-277
NA	mub	NA	dme-miR-316
NA	mub	NA	dme-miR-137
NA	mub	NA	dme-miR-315
NA	mub	NA	dme-miR-1000
NA	mub	NA	dme-miR-14
NA	mun	NA	dme-miR-375
NA	mun	NA	dme-miR-137
NA	mun	NA	dme-miR-33
NA	mun	NA	dme-miR-988
NA	mura	NA	dme-miR-981
NA	mura	NA	dme-miR-263b
NA	mura	NA	dme-miR-976
NA	mura	NA	dme-miR-34
NA	mura	NA	dme-miR-137
NA	mura	NA	dme-miR-277
NA	mus205	NA	dme-miR-283
NA	mus301	NA	dme-miR-8
NA	mus81	NA	dme-miR-190
NA	muskelin	NA	dme-miR-263b
NA	Mvl	NA	dme-miR-2a-2
NA	Mvl	NA	dme-miR-2c
NA	Mvl	NA	dme-miR-1000
NA	mXr	NA	dme-miR-2a-1
NA	mXr	NA	dme-miR-6
NA	mXr	NA	dme-miR-11
NA	mXr	NA	dme-miR-13
NA	mXr	NA	dme-miR-308
NA	mXr	NA	dme-miR-277
NA	Myd88	NA	dme-miR-981
NA	Myd88	NA	dme-miR-316
NA	Myd88	NA	dme-miR-1000
NA	Myo10A	NA	dme-miR-92
NA	Myo10A	NA	dme-miR-310
NA	Myo10A	NA	dme-miR-311
NA	Myo10A	NA	dme-miR-312
NA	Myo10A	NA	dme-miR-313
NA	Myo28B1	NA	dme-miR-375
NA	Myo31DF	NA	dme-miR-1002
NA	Myo31DF	NA	dme-miR-8
NA	Myo31DF	NA	dme-miR-252
NA	Myo31DF	NA	dme-miR-277
NA	Myo31DF	NA	dme-miR-124
NA	Myo31DF	NA	dme-miR-263a
NA	Myo61F	NA	dme-miR-10-3p
NA	Myo61F	NA	dme-miR-1006
NA	Myo61F	NA	dme-miR-1014
NA	Myo61F	NA	dme-miR-4
NA	Myo95E	NA	dme-miR-10-3p
NA	Myo95E	NA	dme-miR-1006
NA	Myo95E	NA	dme-miR-1000
NA	Myo95E	NA	dme-miR-957
NA	Myo95E	NA	dme-miR-315
NA	Myo95E	NA	dme-miR-137
NA	Myo95E	NA	dme-miR-219
NA	Myo95E	NA	dme-miR-1014
NA	Myo95E	NA	dme-miR-263b
NA	MYPT-75D	NA	dme-miR-137
NA	MYPT-75D	NA	dme-miR-8
NA	mys	NA	dme-miR-124
NA	mys	NA	dme-miR-927
NA	mys	NA	dme-miR-34
NA	Myt1	NA	dme-miR-10-3p
NA	Myt1	NA	dme-miR-1006
NA	Myt1	NA	dme-miR-1014
NA	Myt1	NA	dme-miR-2a-1
NA	Myt1	NA	dme-miR-6
NA	Myt1	NA	dme-miR-11
NA	Myt1	NA	dme-miR-13
NA	Myt1	NA	dme-miR-308
NA	Myt1	NA	dme-miR-iab-4-5p
NA	n-syb	NA	dme-miR-994
NA	n-syb	NA	dme-miR-5
NA	nab	NA	dme-miR-375
NA	nab	NA	dme-miR-92
NA	nab	NA	dme-miR-310
NA	nab	NA	dme-miR-311
NA	nab	NA	dme-miR-312
NA	nab	NA	dme-miR-313
NA	nab	NA	dme-miR-2a-1
NA	nab	NA	dme-miR-6
NA	nab	NA	dme-miR-11
NA	nab	NA	dme-miR-13
NA	nab	NA	dme-miR-308
NA	Nach	NA	dme-miR-263a
NA	Nach	NA	dme-miR-137
NA	NaCP60E	NA	dme-miR-315
NA	NaCP60E	NA	dme-miR-283
NA	NaCP60E	NA	dme-miR-277
NA	NaCP60E	NA	dme-miR-219
NA	NaCP60E	NA	dme-miR-305
NA	NaCP60E	NA	dme-miR-263b
NA	NaCP60E	NA	dme-miR-8
NA	NaCP60E	NA	dme-miR-137
NA	NaCP60E	NA	dme-miR-999
NA	NaCP60E	NA	dme-miR-iab-4-5p
NA	nAcRalpha-30D	NA	dme-miR-974
NA	nAcRalpha-34E	NA	dme-miR-1000
NA	nAcRalpha-34E	NA	dme-miR-79
NA	nAcRalpha-34E	NA	dme-miR-137
NA	nAcRalpha-34E	NA	dme-miR-100
NA	nAcRalpha-34E	NA	dme-miR-7
NA	nAcRalpha-34E	NA	dme-miR-190
NA	nAcRalpha-34E	NA	dme-miR-1007
NA	nAcRalpha-34E	NA	dme-miR-1011
NA	nAcRalpha-34E	NA	dme-miR-4
NA	nAcRalpha-34E	NA	dme-miR-277
NA	nAcRalpha-34E	NA	dme-miR-1017
NA	nAcRalpha-7E	NA	dme-miR-210
NA	nAcRalpha-7E	NA	dme-miR-79
NA	nAcRalpha-7E	NA	dme-miR-1017
NA	nAcRalpha-7E	NA	dme-miR-4
NA	nAcRalpha-80B	NA	dme-miR-33
NA	nAcRalpha-96Aa	NA	dme-miR-315
NA	nAcRbeta-64B	NA	dme-miR-33
NA	nAcRbeta-64B	NA	dme-miR-1000
NA	nAcRbeta-64B	NA	dme-miR-1011
NA	nAcRbeta-64B	NA	dme-miR-932
NA	nAcRbeta-96A	NA	dme-miR-1010
NA	nAcRbeta-96A	NA	dme-miR-210
NA	nAcRbeta-96A	NA	dme-miR-958
NA	nahoda	NA	dme-miR-210
NA	nahoda	NA	dme-miR-1017
NA	nahoda	NA	dme-miR-263a
NA	nahoda	NA	dme-miR-79
NA	nahoda	NA	dme-miR-4
NA	nahoda	NA	dme-miR-315
NA	Nak	NA	dme-miR-92
NA	Nak	NA	dme-miR-310
NA	Nak	NA	dme-miR-311
NA	Nak	NA	dme-miR-312
NA	Nak	NA	dme-miR-313
NA	Nak	NA	dme-miR-1000
NA	Nak	NA	dme-miR-285
NA	Nak	NA	dme-miR-995
NA	Nak	NA	dme-miR-998
NA	Nak	NA	dme-miR-307
NA	Nak	NA	dme-miR-927
NA	Nak	NA	dme-miR-263a
NA	Nak	NA	dme-miR-964
NA	Nak	NA	dme-miR-190
NA	Nak	NA	dme-miR-9
NA	NAT1	NA	dme-miR-274
NA	nau	NA	dme-miR-3
NA	nau	NA	dme-miR-309
NA	nau	NA	dme-miR-318
NA	Nc	NA	dme-miR-960
NA	Nc73EF	NA	dme-miR-977
NA	Nca	NA	dme-miR-137
NA	Nckx30C	NA	dme-miR-987
NA	Nckx30C	NA	dme-miR-79
NA	Nckx30C	NA	dme-miR-1017
NA	Nckx30C	NA	dme-miR-316
NA	Nckx30C	NA	dme-miR-252
NA	Nckx30C	NA	dme-miR-4
NA	Nckx30C	NA	dme-miR-281-2-5p
NA	Nckx30C	NA	dme-miR-210
NA	ncm	NA	dme-miR-305
NA	nct	NA	dme-miR-305
NA	nct	NA	dme-miR-316
NA	nct	NA	dme-miR-283
NA	nct	NA	dme-miR-927
NA	nct	NA	dme-miR-964
NA	Ndg	NA	dme-miR-263a
NA	Nedd4	NA	dme-miR-989
NA	Nedd4	NA	dme-miR-981
NA	Nedd4	NA	dme-miR-252
NA	Nedd4	NA	dme-miR-1
NA	Nek2	NA	dme-miR-92
NA	Nek2	NA	dme-miR-310
NA	Nek2	NA	dme-miR-311
NA	Nek2	NA	dme-miR-312
NA	Nek2	NA	dme-miR-313
NA	Nelf-E	NA	dme-miR-965
NA	nemy	NA	dme-miR-958
NA	nemy	NA	dme-miR-1000
NA	nemy	NA	dme-miR-281-2-3p
NA	Nep2	NA	dme-miR-958
NA	Nep3	NA	dme-bantam
NA	Nep4	NA	dme-miR-92
NA	Nep4	NA	dme-miR-310
NA	Nep4	NA	dme-miR-311
NA	Nep4	NA	dme-miR-312
NA	Nep4	NA	dme-miR-313
NA	Nep4	NA	dme-miR-2a-1
NA	Nep4	NA	dme-miR-6
NA	Nep4	NA	dme-miR-11
NA	Nep4	NA	dme-miR-13
NA	Nep4	NA	dme-miR-308
NA	Nep4	NA	dme-miR-8
NA	Nep4	NA	dme-miR-263b
NA	nerfin-1	NA	dme-miR-9
NA	nerfin-1	NA	dme-miR-iab4as
NA	nerfin-1	NA	dme-miR-279
NA	nerfin-1	NA	dme-miR-286
NA	nerfin-1	NA	dme-miR-996
NA	nerfin-1	NA	dme-miR-981
NA	nerfin-1	NA	dme-miR-1000
NA	nerfin-1	NA	dme-miR-2a-1
NA	nerfin-1	NA	dme-miR-6
NA	nerfin-1	NA	dme-miR-11
NA	nerfin-1	NA	dme-miR-13
NA	nerfin-1	NA	dme-miR-308
NA	nerfin-1	NA	dme-miR-1017
NA	nerfin-1	NA	dme-miR-79
NA	nerfin-1	NA	dme-miR-1002
NA	nerfin-1	NA	dme-miR-5
NA	nerfin-1	NA	dme-miR-994
NA	nerfin-1	NA	dme-miR-4
NA	nerfin-1	NA	dme-miR-304
NA	nerfin-1	NA	dme-miR-307
NA	nerfin-1	NA	dme-miR-252
NA	nerfin-1	NA	dme-miR-305
NA	nes	NA	dme-miR-279
NA	nes	NA	dme-miR-286
NA	nes	NA	dme-miR-996
NA	net	NA	dme-miR-79
NA	net	NA	dme-miR-1017
NA	net	NA	dme-miR-958
NA	net	NA	dme-miR-305
NA	net	NA	dme-miR-316
NA	net	NA	dme-miR-263a
NA	net	NA	dme-miR-1000
NA	net	NA	dme-miR-4
NA	NetA	NA	dme-miR-315
NA	NetB	NA	dme-miR-1014
NA	NetB	NA	dme-miR-304
NA	NetB	NA	dme-miR-10-3p
NA	NetB	NA	dme-miR-1006
NA	NetB	NA	dme-miR-277
NA	NetB	NA	dme-miR-315
NA	NetB	NA	dme-miR-999
NA	Neu3	NA	dme-miR-9
NA	Neu3	NA	dme-miR-283
NA	Neu3	NA	dme-miR-274
NA	Neu3	NA	dme-miR-977
NA	neur	NA	dme-miR-9
NA	neur	NA	dme-miR-277
NA	neur	NA	dme-miR-316
NA	neur	NA	dme-miR-279
NA	neur	NA	dme-miR-286
NA	neur	NA	dme-miR-996
NA	neur	NA	dme-miR-285
NA	neur	NA	dme-miR-995
NA	neur	NA	dme-miR-998
NA	neur	NA	dme-miR-252
NA	neur	NA	dme-miR-210
NA	neur	NA	dme-miR-981
NA	neur	NA	dme-miR-375
NA	neur	NA	dme-miR-1011
NA	neur	NA	dme-miR-1002
NA	neur	NA	dme-miR-284
NA	neuroligin	NA	dme-miR-5
NA	neuroligin	NA	dme-miR-315
NA	Nf1	NA	dme-miR-4
NA	Nf1	NA	dme-miR-1017
NA	Nf1	NA	dme-miR-79
NA	Nf1	NA	dme-miR-277
NA	Nf1	NA	dme-miR-958
NA	Nf1	NA	dme-miR-276
NA	Nf1	NA	dme-miR-315
NA	NFAT	NA	dme-miR-34
NA	NFAT	NA	dme-miR-133
NA	NFAT	NA	dme-miR-263a
NA	NFAT	NA	dme-miR-977
NA	NFAT	NA	dme-miR-316
NA	Nhe2	NA	dme-miR-317
NA	Nhe2	NA	dme-miR-1002
NA	Nhe2	NA	dme-miR-252
NA	Nhe3	NA	dme-miR-305
NA	NijA	NA	dme-miR-2a-1
NA	NijA	NA	dme-miR-6
NA	NijA	NA	dme-miR-11
NA	NijA	NA	dme-miR-13
NA	NijA	NA	dme-miR-308
NA	ninaE	NA	dme-miR-314
NA	ninaE	NA	dme-miR-33
NA	ninaE	NA	dme-miR-1000
NA	NK7.1	NA	dme-miR-314
NA	NK7.1	NA	dme-miR-87
NA	NK7.1	NA	dme-miR-263b
NA	nkd	NA	dme-miR-277
NA	nkd	NA	dme-miR-33
NA	nkd	NA	dme-miR-190
NA	nkd	NA	dme-miR-14
NA	nkd	NA	dme-miR-283
NA	nkd	NA	dme-miR-124
NA	nkd	NA	dme-miR-210
NA	nkd	NA	dme-miR-316
NA	nkd	NA	dme-miR-315
NA	Nlp	NA	dme-miR-5
NA	Nlp	NA	dme-miR-276
NA	Nmda1	NA	dme-miR-1000
NA	Nmda1	NA	dme-miR-958
NA	Nmdar1	NA	dme-miR-999
NA	nmo	NA	dme-miR-1
NA	nmo	NA	dme-miR-278
NA	noc	NA	dme-miR-2a-1
NA	noc	NA	dme-miR-6
NA	noc	NA	dme-miR-11
NA	noc	NA	dme-miR-13
NA	noc	NA	dme-miR-308
NA	noc	NA	dme-miR-9
NA	nocturnin	NA	dme-miR-2a-1
NA	nocturnin	NA	dme-miR-6
NA	nocturnin	NA	dme-miR-11
NA	nocturnin	NA	dme-miR-13
NA	nocturnin	NA	dme-miR-308
NA	nocturnin	NA	dme-miR-1000
NA	nocturnin	NA	dme-miR-283
NA	noe	NA	dme-miR-927
NA	noe	NA	dme-miR-375
NA	noe	NA	dme-miR-137
NA	noe	NA	dme-miR-964
NA	noe	NA	dme-miR-316
NA	Nop60B	NA	dme-miR-92
NA	Nop60B	NA	dme-miR-310
NA	Nop60B	NA	dme-miR-311
NA	Nop60B	NA	dme-miR-312
NA	Nop60B	NA	dme-miR-313
NA	Nop60B	NA	dme-miR-277
NA	Nop60B	NA	dme-miR-33
NA	nord	NA	dme-miR-1000
NA	nord	NA	dme-miR-316
NA	nos	NA	dme-miR-1014
NA	Notum	NA	dme-miR-33
NA	Notum	NA	dme-miR-10-3p
NA	Notum	NA	dme-miR-1006
NA	Notum	NA	dme-miR-1014
NA	Notum	NA	dme-miR-375
NA	Notum	NA	dme-miR-314
NA	Notum	NA	dme-let-7
NA	Notum	NA	dme-miR-316
NA	Notum	NA	dme-miR-315
NA	Notum	NA	dme-miR-14
NA	Notum	NA	dme-miR-275
NA	Notum	NA	dme-miR-306
NA	NPC1b	NA	dme-miR-1000
NA	NPFR1	NA	dme-miR-276
NA	NPFR76F	NA	dme-miR-981
NA	Nplp1	NA	dme-miR-1000
NA	Nplp1	NA	dme-miR-963
NA	Nplp1	NA	dme-miR-316
NA	Nrt	NA	dme-miR-79
NA	Nrt	NA	dme-miR-4
NA	Nrt	NA	dme-miR-1017
NA	nrv1	NA	dme-miR-305
NA	nrv1	NA	dme-miR-92
NA	nrv1	NA	dme-miR-310
NA	nrv1	NA	dme-miR-311
NA	nrv1	NA	dme-miR-312
NA	nrv1	NA	dme-miR-313
NA	Nrx-IV	NA	dme-miR-184
NA	Nrx-IV	NA	dme-miR-34
NA	Nrx-IV	NA	dme-miR-1
NA	Nrx-IV	NA	dme-miR-315
NA	Ntf-2	NA	dme-miR-9
NA	Ntf-2	NA	dme-miR-1000
NA	Ntf-2r	NA	dme-miR-9
NA	NTPase	NA	dme-miR-124
NA	nub	NA	dme-miR-2a-1
NA	nub	NA	dme-miR-6
NA	nub	NA	dme-miR-11
NA	nub	NA	dme-miR-13
NA	nub	NA	dme-miR-308
NA	nub	NA	dme-miR-1014
NA	nub	NA	dme-miR-10-3p
NA	nub	NA	dme-miR-1006
NA	nub	NA	dme-miR-92
NA	nub	NA	dme-miR-310
NA	nub	NA	dme-miR-311
NA	nub	NA	dme-miR-312
NA	nub	NA	dme-miR-313
NA	nudE	NA	dme-miR-960
NA	nudE	NA	dme-miR-4
NA	nudE	NA	dme-miR-8
NA	nudE	NA	dme-miR-981
NA	nudE	NA	dme-miR-79
NA	nudE	NA	dme-miR-124
NA	nudE	NA	dme-miR-1017
NA	nudE	NA	dme-miR-316
NA	nuf	NA	dme-miR-315
NA	nuf	NA	dme-miR-219
NA	nuf	NA	dme-miR-929
NA	nuf	NA	dme-miR-124
NA	nuf	NA	dme-miR-283
NA	nullo	NA	dme-miR-2a-1
NA	nullo	NA	dme-miR-6
NA	nullo	NA	dme-miR-11
NA	nullo	NA	dme-miR-13
NA	nullo	NA	dme-miR-308
NA	numb	NA	dme-miR-252
NA	numb	NA	dme-miR-305
NA	numb	NA	dme-miR-1002
NA	numb	NA	dme-miR-316
NA	nvy	NA	dme-miR-279
NA	nvy	NA	dme-miR-286
NA	nvy	NA	dme-miR-996
NA	nxf4	NA	dme-miR-1010
NA	oa2	NA	dme-miR-219
NA	oaf	NA	dme-miR-1000
NA	oaf	NA	dme-miR-277
NA	oaf	NA	dme-miR-989
NA	oaf	NA	dme-miR-965
NA	oaf	NA	dme-miR-981
NA	Oamb	NA	dme-miR-33
NA	Oatp30B	NA	dme-miR-987
NA	Oatp30B	NA	dme-miR-307
NA	Oatp30B	NA	dme-miR-2a-2
NA	Oatp30B	NA	dme-miR-2c
NA	Oatp30B	NA	dme-miR-2a-1
NA	Oatp30B	NA	dme-miR-6
NA	Oatp30B	NA	dme-miR-11
NA	Oatp30B	NA	dme-miR-13
NA	Oatp30B	NA	dme-miR-308
NA	Oatp30B	NA	dme-miR-124
NA	Oatp30B	NA	dme-miR-317
NA	Oatp30B	NA	dme-miR-970
NA	Oatp30B	NA	dme-miR-252
NA	Oatp30B	NA	dme-miR-957
NA	Oatp33Ea	NA	dme-miR-960
NA	Oatp33Ea	NA	dme-miR-305
NA	Oatp74D	NA	dme-miR-1011
NA	Oatp74D	NA	dme-miR-962
NA	Oatp74D	NA	dme-miR-958
NA	Obp47a	NA	dme-miR-10-3p
NA	Obp47a	NA	dme-miR-1006
NA	Obp47a	NA	dme-miR-87
NA	Obp47a	NA	dme-miR-1014
NA	Obp56g	NA	dme-miR-1010
NA	Obp56h	NA	dme-miR-971
NA	Obp59a	NA	dme-miR-281-2-3p
NA	Obp59a	NA	dme-miR-281-1
NA	Obp83g	NA	dme-miR-2a-1
NA	Obp83g	NA	dme-miR-6
NA	Obp83g	NA	dme-miR-11
NA	Obp83g	NA	dme-miR-13
NA	Obp83g	NA	dme-miR-308
NA	Obp85a	NA	dme-miR-274
NA	obst-E	NA	dme-miR-10-3p
NA	obst-E	NA	dme-miR-1006
NA	obst-E	NA	dme-miR-314
NA	obst-E	NA	dme-miR-282
NA	obst-E	NA	dme-miR-285
NA	obst-E	NA	dme-miR-995
NA	obst-E	NA	dme-miR-998
NA	obst-E	NA	dme-miR-277
NA	obst-E	NA	dme-miR-92
NA	obst-E	NA	dme-miR-310
NA	obst-E	NA	dme-miR-311
NA	obst-E	NA	dme-miR-312
NA	obst-E	NA	dme-miR-313
NA	oc	NA	dme-miR-190
NA	oc	NA	dme-miR-981
NA	oc	NA	dme-miR-92
NA	oc	NA	dme-miR-310
NA	oc	NA	dme-miR-311
NA	oc	NA	dme-miR-312
NA	oc	NA	dme-miR-313
NA	Octbeta2R	NA	dme-miR-10-5p
NA	Octbeta2R	NA	dme-miR-276
NA	Octbeta2R	NA	dme-miR-263b
NA	Octbeta2R	NA	dme-miR-219
NA	Octbeta2R	NA	dme-miR-33
NA	Octbeta2R	NA	dme-miR-87
NA	Octbeta3R	NA	dme-miR-2a-1
NA	Octbeta3R	NA	dme-miR-6
NA	Octbeta3R	NA	dme-miR-11
NA	Octbeta3R	NA	dme-miR-13
NA	Octbeta3R	NA	dme-miR-308
NA	Octbeta3R	NA	dme-miR-929
NA	Octbeta3R	NA	dme-miR-iab4as
NA	Octbeta3R	NA	dme-miR-137
NA	Octbeta3R	NA	dme-miR-219
NA	Octbeta3R	NA	dme-miR-283
NA	Octbeta3R	NA	dme-miR-284
NA	Octbeta3R	NA	dme-miR-960
NA	Octbeta3R	NA	dme-miR-iab-4-5p
NA	Oda	NA	dme-miR-955
NA	Oda	NA	dme-miR-317
NA	odd	NA	dme-miR-3
NA	odd	NA	dme-miR-309
NA	odd	NA	dme-miR-318
NA	odd	NA	dme-miR-263b
NA	odd	NA	dme-bantam
NA	odd	NA	dme-miR-981
NA	odd	NA	dme-miR-962
NA	odd	NA	dme-miR-14
NA	ofs	NA	dme-miR-994
NA	ofs	NA	dme-miR-5
NA	ogre	NA	dme-miR-314
NA	ogre	NA	dme-miR-210
NA	olf186-F	NA	dme-miR-2a-1
NA	olf186-F	NA	dme-miR-6
NA	olf186-F	NA	dme-miR-11
NA	olf186-F	NA	dme-miR-13
NA	olf186-F	NA	dme-miR-308
NA	olf186-M	NA	dme-miR-252
NA	Oli	NA	dme-miR-277
NA	Oli	NA	dme-miR-279
NA	Oli	NA	dme-miR-286
NA	Oli	NA	dme-miR-996
NA	Oli	NA	dme-miR-137
NA	Oli	NA	dme-miR-283
NA	omd	NA	dme-miR-958
NA	ome	NA	dme-miR-252
NA	ome	NA	dme-miR-1002
NA	ome	NA	dme-miR-1000
NA	onecut	NA	dme-miR-92
NA	onecut	NA	dme-miR-310
NA	onecut	NA	dme-miR-311
NA	onecut	NA	dme-miR-312
NA	onecut	NA	dme-miR-313
NA	onecut	NA	dme-miR-279
NA	onecut	NA	dme-miR-286
NA	onecut	NA	dme-miR-996
NA	onecut	NA	dme-miR-33
NA	opa	NA	dme-miR-1002
NA	opa	NA	dme-miR-252
NA	opa	NA	dme-miR-275
NA	opa	NA	dme-miR-306
NA	opa	NA	dme-miR-iab4as
NA	opa	NA	dme-miR-305
NA	opa1-like	NA	dme-miR-9
NA	opa1-like	NA	dme-miR-263a
NA	opa1-like	NA	dme-miR-281-1
NA	opa1-like	NA	dme-miR-316
NA	Optix	NA	dme-miR-137
NA	Optix	NA	dme-miR-964
NA	Optix	NA	dme-miR-92
NA	Optix	NA	dme-miR-310
NA	Optix	NA	dme-miR-311
NA	Optix	NA	dme-miR-312
NA	Optix	NA	dme-miR-313
NA	Optix	NA	dme-miR-927
NA	Or22c	NA	dme-miR-989
NA	Or24a	NA	dme-miR-317
NA	Or24a	NA	dme-miR-210
NA	Or30a	NA	dme-miR-277
NA	Or30a	NA	dme-miR-1014
NA	Or30a	NA	dme-miR-10-3p
NA	Or30a	NA	dme-miR-1006
NA	Or35a	NA	dme-miR-976
NA	Or43a	NA	dme-miR-33
NA	Or45a	NA	dme-miR-375
NA	Or47b	NA	dme-miR-964
NA	Or47b	NA	dme-miR-927
NA	Or47b	NA	dme-miR-210
NA	Or47b	NA	dme-miR-277
NA	Or56a	NA	dme-miR-281-2-3p
NA	Or56a	NA	dme-miR-315
NA	Or56a	NA	dme-miR-33
NA	Or56a	NA	dme-miR-137
NA	Or56a	NA	dme-miR-8
NA	Or56a	NA	dme-miR-281-1
NA	Or59a	NA	dme-miR-277
NA	Or59a	NA	dme-miR-10-3p
NA	Or59a	NA	dme-miR-1006
NA	Or59a	NA	dme-miR-316
NA	Or59a	NA	dme-miR-1014
NA	Or59b	NA	dme-miR-315
NA	Or65a	NA	dme-miR-277
NA	Or65a	NA	dme-miR-1002
NA	Or65a	NA	dme-miR-281-2-3p
NA	Or65a	NA	dme-miR-968
NA	Or65a	NA	dme-miR-281-1
NA	Or65c	NA	dme-miR-33
NA	Or67c	NA	dme-miR-277
NA	Or67c	NA	dme-miR-219
NA	Or67c	NA	dme-miR-1011
NA	Or67c	NA	dme-miR-1000
NA	Or67c	NA	dme-miR-980
NA	Or67d	NA	dme-miR-10-3p
NA	Or67d	NA	dme-miR-1006
NA	Or67d	NA	dme-miR-1014
NA	Or67d	NA	dme-miR-315
NA	Or74a	NA	dme-miR-210
NA	Or74a	NA	dme-miR-2a-1
NA	Or74a	NA	dme-miR-6
NA	Or74a	NA	dme-miR-11
NA	Or74a	NA	dme-miR-13
NA	Or74a	NA	dme-miR-308
NA	Or74a	NA	dme-miR-281-1
